,text,reason,label,clean_text
1492,i can not enter maximum 100 people,want to enter maximum number of people,1.0,i can not enter maximum 100 people
1493,it is a very good help to create good friendships,good for creating good relationships,1.0,it be a very good help to create good friendships
1494,but they should add more sharing options,want to add sharing options,1.0,but they should add more share options
1495,the version for android can be improved.,android version needs improvement,1.0,the version for android can be improve
1496,considering that you cannot recover objects without coming to the surface and if there is a surface contact serca in 2 seconds it will sunk you.,want to recover objects without coming to the surface,1.0,consider that you can not recover object without come to the surface and if there be a surface contact serca in 2 second it will sink you
1497,you can not put backgrounds or filters on phones and tablets.,want to put filters on phones and tablets,1.0,you can not put background or filter on phone and tablets
1498,excellent application for conferences and group exhibitions.,good for group exhibitions,1.0,excellent application for conferences and group exhibitions
1499,good communication but very expensive,customer service is expensive,1.0,good communication but very expensive
1500,"the app is very good, the only thing i do not know is why they do not allow you to put virtual funds on android phones",want to put virtual funds on android,1.0,the app be very good the only thing i do not know be why they do not allow you to put virtual fund on android phone
1501,very bad the graphics are terrible and it is very difficult to get the currency of the game and its matchmaking is very bad apart from it,graphics is bad and is difficult to get currency of the game and matchmaking is bad,1.0,very bad the graphics be terrible and it be very difficult to get the currency of the game and its matchmaking be very bad apart from it
1502,the game is very bad when you reach the end it bugs and the boss kills you and the graphics suck,game has bugs,1.0,the game be very bad when you reach the end it bug and the boss kill you and the graphics suck
1503,it is a gameplay mui bad controls and very bad graphics very deplorable and a bad online also has a very bad story that does not make sense birds very bad game,gameplay and controls are bad,1.0,it be a gameplay mui bad control and very bad graphics very deplorable and a bad online also have a very bad story that do not make sense bird very bad game
1504,i can not see the participant menu at the same time as the main menu.,want to view participant menu,1.0,i can not see the participant menu at the same time as the main menu
1505,i use the app to learn chinese is very good.,chinese language support is good,1.0,i use the app to learn chinese be very good
1506,cannot share ppt on my phone.,want to share ppt on phone,1.0,can not share ppt on my phone
1507,different mobile so something difference,mobile version is different,1.0,different mobile so something difference
1508,please stop detecting phone model and jus enable vbg for all devices.,want to enable vbg for all devices,1.0,please stop detect phone model and jus enable vbg for all devices
1509,anyway it helps a lot when schools shut down or quarantine back from classes,good for schools,1.0,anyway it help a lot when school shut down or quarantine back from class
1510,excellent but there is only one minus that we can not delete when we post public messages is the only one that is troublesome,unable to delete public messages,1.0,excellent but there be only one minus that we can not delete when we post public message be the only one that be troublesome
1511,"you can not put a profile, and it is too ridiculous that the meeting time is 40 minutes.",want to set up profile and increase meeting time limit,1.0,you can not put a profile and it be too ridiculous that the meet time be 40 minutes
1512,of course you need to connect to google,want to connect to google,1.0,of course you need to connect to google
1513,when i switch to another page with zoom meeting open on phone no longer meeting interrupts i can not hear sounds from behind how can i fix this,want to hear sounds from behind,1.0,when i switch to another page with zoom meet open on phone no longer meet interrupt i can not hear sound from behind how can i fix this
1514,a very helpful and tasteful application in business and private life,good for personal and business management,1.0,a very helpful and tasteful application in business and private life
1515,nice application never freezes,app never freezes,1.0,nice application never freeze
1516,i can not register this how work 0 points is disgusting,want to record points,1.0,i can not register this how work 0 point be disgust
1517,i can not write where i want,want to write where i want,1.0,i can not write where i want
1518,for example the taskbar goes black,taskbar goes black,1.0,for example the taskbar go black
1519,a very useful application for distance learning became better when it comes to turkish support,good for distance learning,1.0,a very useful application for distance learn become better when it come to turkish support
1520,wonderful possibility to conduct group lessons,good for group learning,1.0,wonderful possibility to conduct group lessons
1521,it is not possible to connect headphones,want to connect headphones,1.0,it be not possible to connect headphones
1522,i can not change my language to russian or ukrainian!,want to change russian language,1.0,i can not change my language to russian or ukrainian
1523,"as for now, zoom app is not able to connect to car bluetooth.",zoom app is not connected to car bluetooth,1.0,as for now zoom app be not able to connect to car bluetooth
1524,i can not load memory is writes failed to load,want to load memory,1.0,i can not load memory be write fail to load
1525,i can not properly configure the application to work.,want to set up app,1.0,i can not properly configure the application to work
1526,how to translate a language?,want to translate a language,1.0,how to translate a language
1527,"good afternoon, zoom is a normal app, but i put four stars because you can not change the language and before that a bad connection if you are reading this then please so that it is not.",want to change language and facing network connection issues,1.0,good afternoon zoom be a normal app but i put four star because you can not change the language and before that a bad connection if you be read this then please so that it be not
1528,unable to configure anything.,want to configure anything,1.0,unable to configure anything
1529,very good noise cancellation,sound cancellation is good,1.0,very good noise cancellation
1530,"every first time it catches the upgrade, but the upgrade does not work.",upgrade does not work,1.0,every first time it catch the upgrade but the upgrade do not work
1531,phone screen sharing is slow,phone screen sharing is slow,1.0,phone screen share be slow
1532,i can not zoom back to my phone,want to zoom back to phone,1.0,i can not zoom back to my phone
1533,i do not know how to get a picture,want to get a picture,1.0,i do not know how to get a picture
1534,should have a filter for the face,want a filter for the face,1.0,should have a filter for the face
1535,app is splashed out while the network is so strong i rated 3,app is splashed out while the network is good,1.0,app be splash out while the network be so strong i rat 3
1536,"smooth app, easy to update",app is easy to update,1.0,smooth app easy to update
1537,do not use background in video,do not use background in video,1.0,do not use background in video
1538,installing a backdrop is difficult,installing a backdrop is difficult,1.0,instal a backdrop be difficult
1539,quite lag application for weak machines,poor performance for weak machines,1.0,quite lag application for weak machine
1540,should add a feature to delete messages and the room owner can set a sign for each member,want to delete messages,1.0,should add a feature to delete message and the room owner can set a sign for each member
1541,this app keeps learning a little bit of splashed out and clear my network is full of lines and it still splashed out.,app keeps getting splashed out,1.0,this app keep learn a little bite of splash out and clear my network be full of line and it still splash out
1542,"can not zoom out to use other apps, quite inconvenient, although the camera still has a miniature mode",want to zoom out to use other apps,1.0,can not zoom out to use other apps quite inconvenient although the camera still have a miniature mode
1543,login is not recommended for 1 star,login is not recommended for 1 star,1.0,login be not recommend for 1 star
1544,i think it is not a good idea to use the android phone and the android filter,android phone and android filter are bad,1.0,i think it be not a good idea to use the android phone and the android filter
1545,the application does not open.,unable to use app,1.0,the application do not open
1546,the app is too slow.,app is slow compared to other platforms,1.0,the app be too slow
1547,app is great.but too many ads.,too many ads in app,1.0,app be great but too many ads
1548,this app is not working on android devices,unable to load the android app,1.0,this app be not work on android devices
1549,I have uninstalled and reinstalled twice to no avail.,reinstalling did not work,1.0,i have uninstalled and reinstall twice to no avail
1550,too many ads even if you have paid subscription.,getting ads despite paying for subscription,1.0,too many ads even if you have pay subscription
1551,why hotstar is not working?,unable to watch on hotstar,1.0,why hotstar be not work
1552,i am not able to download the app.,unable to download app,1.0,i be not able to download the app
1553,best streaming service ever.,good for streaming,1.0,best stream service ever
1554,videos do not play.,unable to play videos,1.0,videos do not play
1555,it will not open on my phone!,unable to use on phone,1.0,it will not open on my phone
1556,"since the last update, the app no longer works.",unable to open app since the last update,1.0,since the last update the app no longer work
1557,video quality is very poor,video and picture quality is bad,1.0,video quality be very poor
1558,just add a playback speed option,want playback speed control option,1.0,just add a playback speed option
1559,i need to uninstall it and reinstall it,want to reinstall,1.0,i need to uninstall it and reinstall it
1560,the app crashes frequently.,app is crashing,1.0,the app crash frequently
1561,episodes do not load.,unable to load the episodes list,1.0,episodes do not load
1562,every time i open the app it freezes,app freezes automatically,1.0,every time i open the app it freeze
1563,i can not update this app,unable to update app,1.0,i can not update this app
1564,it takes a long time to open the app,app is slow to load,1.0,it take a long time to open the app
1565,wifi does not work either,unable to use the app on wifi,1.0,wifi do not work either
1566,"the app is good because i can watch a lot of movies, series, whenever i want",good for watching movies and serials,1.0,the app be good because i can watch a lot of movies series whenever i want
1567,this app does not work well on tv,unable to use app on the tv,1.0,this app do not work well on tv
1568,"the content is great, but the app sucks.",app is not good,1.0,the content be great but the app suck
1569,worst ott platform ever.,poor ott platform,1.0,worst ott platform ever
1570,best ott app in the world,best ott platform,1.0,best ott app in the world
1571,subtitles for movies that are cast on chromecast are so small that they can not be adjusted!,unable to adjust subtitles,1.0,subtitle for movies that be cast on chromecast be so small that they can not be adjust
1572,why is this app not responding on my device,app is not working consistently,1.0,why be this app not respond on my device
1573,i can not watch ipl,unable to view ipl matches,1.0,i can not watch ipl
1574,"video quality is poor, and continuously interrupted with buffers.",video keeps buffering,1.0,video quality be poor and continuously interrupt with buffer
1575,for some reason lately the app has not loaded.,facing connection problems with the app,1.0,for some reason lately the app have not load
1576,"in addition, the subtitles are too small, and the size of the subtitles cannot be changed when running on a mobile device, which is very difficult to use.",subtitles are small on tv,1.0,in addition the subtitle be too small and the size of the subtitle can not be change when run on a mobile device which be very difficult to use
1577,whether on my tv or phone the app frequently stops playing in the middle of a show.,app is crashing while watching videos,1.0,whether on my tv or phone the app frequently stop play in the middle of a show
1578,best app for watching cricket,good for watching cricket and movies,1.0,best app for watch cricket
1579,android tv also does not work properly.,app is not working on android tv,1.0,android tv also do not work properly
1580,subtitles do not work well.,unable to view subtitles clearly,1.0,subtitle do not work well
1581,streaming to chromecast just plain does not work.,unable to stream on chromecast,1.0,stream to chromecast just plain do not work
1582,i can not connect to the tv.,unable to watch on smart tv,1.0,i can not connect to the tv
1583,"fantastic app, moderate prices and suitable for everyone!",app is good with reasonable price,1.0,fantastic app moderate price and suitable for everyone
1584,i will not say this app is boring but ads are annoying,ads are annoying,1.0,i will not say this app be bore but ads be annoy
1585,i have an espn+ subscription and it does not let me watch certain programs.,unable to watch espn+,1.0,i have an espn subscription and it do not let me watch certain program
1586,"it does not load all the episodes like its supposed to .it was working perfectly a week ago, but after the update it messed it up badly.",unable to see past episodes after update,1.0,it do not load all the episodes like its suppose to it be work perfectly a week ago but after the update it mess it up badly
1587,"best entertainment app for video, movie, cartoon","good for watching movies, series and cartoons",1.0,best entertainment app for video movie cartoon
1588,but it is not my connection because no other app on my phone fails,unable to connect to internet,1.0,but it be not my connection because no other app on my phone fail
1589,would be amazing if the app worked on the television.,want an app on smart tv,1.0,would be amaze if the app work on the television
1590,i cannot boot into the disney plus app.,unable to connect to disney+,1.0,i can not boot into the disney plus app
1591,lots of great shows and movies to stream.,good app for watching shows,1.0,lot of great show and movies to stream
1592,i canceled my subscription at least 2 months ago and they kept taking the money out of my account.,unauthorised charges after cancelling subscription,1.0,i cancel my subscription at least 2 months ago and they keep take the money out of my account
1593,for multiple months now viewing progress is not saved when watching tv shows or movies via chromecast.,unable to sync watched episodes on chromecast,1.0,for multiple months now view progress be not save when watch tv show or movies via chromecast
1594,please give us an update because the app is completely frozen as soon as it is opened.,app locks up frequently,1.0,please give us an update because the app be completely freeze as soon as it be open
1595,downloaded movies cannot be watched without the internet.,unable to play offline videos,1.0,download movies can not be watch without the internet
1596,having to watch a 30 to 40 second ad for a 45 second highlight is just unacceptable.,getting ads frequently,1.0,have to watch a 30 to 40 second ad for a 45 second highlight be just unacceptable
1597,"the app is terrible, although it has most of the things that i like to watch, but it does not matter if it does not work properly.",app is bad to watch videos,1.0,the app be terrible although it have most of the things that i like to watch but it do not matter if it do not work properly
1598,sound will not play on ipad after ios update.,unable to hear sound on ios after update,1.0,sound will not play on ipad after ios update
1599,ads are too lengthy.,getting long duration ads,1.0,ads be too lengthy
1600,the app crashes when you try to open it,app crashes when entering the app,1.0,the app crash when you try to open it
1601,i can not get past the loading screen.,unable to load screen,1.0,i can not get past the load screen
1602,downloaded the app .and it will not let me sign up.,unable to create account with the app,1.0,download the app and it will not let me sign up
1603,will not let me update my payment info.,unable to update payment information,1.0,will not let me update my payment info
1604,this really is a good app to use when you want to watch disney+,app is good to watch disney content,1.0,this really be a good app to use when you want to watch disney
1605,download speeds are slow.,videos download time is slow,1.0,download speed be slow
1606,does not work on a samsung s7plus tablet.,unable to use on tablet,1.0,do not work on a samsung s7plus tablet
1607,but soon the screen turns black and,app shows black screen,1.0,but soon the screen turn black and
1608,this app does not work on the samsung tablet anymore.,app does not work on samsung devices,1.0,this app do not work on the samsung tablet anymore
1609,very nice app i recommend to everyone cheaper and better than netflix,app service is better than netflix,1.0,very nice app i recommend to everyone cheaper and better than netflix
1610,the app hangs up every time you start it.,app hangs up automatically,1.0,the app hang up every time you start it
1611,"please add some 144, 240 video quality options in the app",want 240p video quality,1.0,please add some 144 240 video quality options in the app
1612,this app is good for playing all sports and movies .,good for watching sports and movies,1.0,this app be good for play all sport and movies
1613,there is still no audio on my ipad!,unable to hear audio on ios,1.0,there be still no audio on my ipad
1614,there are no spider-man movies,want spiderman movies,1.0,there be no spider man movies
1615,i tried re-installing the app and did not fix the issue.,reinstalling app does not solve the issues,1.0,i try re instal the app and do not fix the issue
1616,best streaming channel ever,best streaming service,1.0,best stream channel ever
1617,i can not watch the games live,unable to view live matches,1.0,i can not watch the game live
1618,streaming functionality is awful.,worst app for streaming,1.0,stream functionality be awful
1619,it takes time to load it,loading time is slow,1.0,it take time to load it
1620,always buffering while watching ipl even on good internet speed this is ridiculous,app has buffering issue while watching ipl,1.0,always buffer while watch ipl even on good internet speed this be ridiculous
1621,why should subscribers pay their money and get disappointed all the time?,app subscription is not worthy,1.0,why should subscribers pay their money and get disappoint all the time
1622,it is cheaper than cable or satellite.,better than cable,1.0,it be cheaper than cable or satellite
1623,you have to uninstall it all the time because it just does not connect.,have to reinstall the app to make the app work,1.0,you have to uninstall it all the time because it just do not connect
1624,the app is a great problem because there are not some movies that were supposed to be featured,service does not offer many movies,1.0,the app be a great problem because there be not some movies that be suppose to be feature
1625,"it is very slow, it takes a long time to load the images from the gallery and start the videos,",app is lagging,1.0,it be very slow it take a long time to load the image from the gallery and start the videos
1626,but i try to create an account,want to create an account,1.0,but i try to create an account
1627,i could not watch the movie i wanted to watch for god's sake,unable to view all movies,1.0,i could not watch the movie i want to watch for god s sake
1628,i can not install it on my aoc smart tv,unable to install on tv,1.0,i can not install it on my aoc smart tv
1629,"it fails a lot, i have to delete and re-download so that there is no problem.",unable to download content,1.0,it fail a lot i have to delete and re download so that there be no problem
1630,but it will not let me see anything because i do not have a tv provider.,unable to watch live video without cable,1.0,but it will not let me see anything because i do not have a tv provider
1631,this app is good for watching classics etc.,app is good for movies,1.0,this app be good for watch classics etc
1632,the application works shockingly badly,app has many errors,1.0,the application work shockingly badly
1633,"netflix might be taking losses, but they have a much better viewing experience.",netflix is better,1.0,netflix might be take losses but they have a much better view experience
1634,user experience of this app is not very good.,app is difficult to use,1.0,user experience of this app be not very good
1635,"playing videos happens automatically on the home screen, but they do not stop when the app is minimized, and sometimes not even when the app is closed.",video keeps playing in background after exiting the app,1.0,play videos happen automatically on the home screen but they do not stop when the app be minimize and sometimes not even when the app be close
1636,these notifications are ridiculous and do not honor their own settings (they send notifications that i turned off anyway).,getting notifications even after turning it off,1.0,these notifications be ridiculous and do not honor their own settings they send notifications that i turn off anyway
1637,hulu does not play on my roku devices!,unable to do screen mirror hulu on roku devices,1.0,hulu do not play on my roku devices
1638,"keeping track of which episode one is on in a series is impossible because ""watched episodes"" do not work as it should.",unable to keep track of episodes,1.0,keep track of which episode one be on in a series be impossible because watch episodes do not work as it should
1639,i use other streaming applications too but only hotstar is showing this problem,unable to access live tv,1.0,i use other stream applications too but only hotstar be show this problem
1640,will not let me download episodes,unable to download episodes,1.0,will not let me download episodes
1641,love the app as i get to keep up with all sports events,good for sports,1.0,love the app as i get to keep up with all sport events
1642,i have a problem with subtitles when streaming on chromecast.,unable to use subtitles on chromecast,1.0,i have a problem with subtitle when stream on chromecast
1643,i can not download any movies .,unable to download movies,1.0,i can not download any movies
1644,will not even let me create an account.,unable to create an account,1.0,will not even let me create an account
1645,it takes a long time to charge.,charge time is slow,1.0,it take a long time to charge
1646,super easy to use,app is user friendly,1.0,super easy to use
1647,i love watching marvel movies series in this ott app,good for watching marvel movies,1.0,i love watch marvel movies series in this ott app
1648,i cannot stream on my tv,unable to watch on tv,1.0,i can not stream on my tv
1649,terrible when coming to live streaming.,app is very bad for live streaming,1.0,terrible when come to live stream
1650,it starts buffering even if you have a good internet connection.,app performance is bad despite good internet,1.0,it start buffer even if you have a good internet connection
1651,i like this app but remove the extra ads,want to remove ads,1.0,i like this app but remove the extra ads
1652,when i try to open the app on my ipad,unable to open the app on ipad,1.0,when i try to open the app on my ipad
1653,getting too many notifications.,getting too many notifications,1.0,get too many notifications
1654,i have to uninstall and install it again to get it working again.,reinstalled the app multiple times due to frequent issues,1.0,i have to uninstall and install it again to get it work again
1655,please give me free subscription,want a free subscription,1.0,please give me free subscription
1656,"but now i can not connect because of an error code 42, can someone help me?",getting error 42 for no internet connection,1.0,but now i can not connect because of an error code 42 can someone help me
1657,i have the app installed on my tv,want to install app on tv,1.0,i have the app instal on my tv
1658,it is not possible to log in either from the pc or from the tv.,unable to login on tv,1.0,it be not possible to log in either from the pc or from the tv
1659,i think you should change the app name to adstar.,want to change the app name to adstar,1.0,i think you should change the app name to adstar
1660,picture in picture functionality does not work.,unable to use picture in picture mode,1.0,picture in picture functionality do not work
1661,you can not select episodes.,unable to select episodes,1.0,you can not select episodes
1662,my 1 year subscription amount is wasted.,total subscription amount is wasted,1.0,my 1 year subscription amount be waste
1663,"sometimes the app will crash, but i just restart my phone.",mobile app crashes frequently,1.0,sometimes the app will crash but i just restart my phone
1664,audio quality is very poor.,sound quality is poor,1.0,audio quality be very poor
1665,"my pin keeps getting an error, and it is right, so i try again another time",getting incorrect pin error,1.0,my pin keep get an error and it be right so i try again another time
1666,the app is very good but a bit expensive.,app is expensive,1.0,the app be very good but a bite expensive
1667,make the app free for everyone,want the app for free,1.0,make the app free for everyone
1668,substitles are too small when using chromecast.,want to adjust subtitle size on chromecast,1.0,substitles be too small when use chromecast
1669,"subtitles are also often broken, otherwise they just can not keep up with the speed of the conversation, and sometimes there are no subtitles at all.",subtitles are delayed,1.0,subtitle be also often break otherwise they just can not keep up with the speed of the conversation and sometimes there be no subtitle at all
1670,is this app good for watching live?,good for watching live shows,1.0,be this app good for watch live
1671,all i get is a black screen with the audio only.,getting black screen with audio,1.0,all i get be a black screen with the audio only
1672,this is a good app for live match and movies.,good for watching live matches and movies,1.0,this be a good app for live match and movies
1673,i used the app hoping to watch ipl,want to watch ipl,1.0,i use the app hop to watch ipl
1674,but when the internet is a little slow it takes a long time,internet is slow,1.0,but when the internet be a little slow it take a long time
1675,can you please put in a screen lock.,want screen lock feature,1.0,can you please put in a screen lock
1676,often it will not auto-play the next episode,unable to auto play next episode,1.0,often it will not auto play the next episode
1677,when scrolling down it swipes right and left instead,unable to use scroll function,1.0,when scroll down it swipe right and leave instead
1678,why are the commercials so loud.,ads are louder than the content,1.0,why be the commercials so loud
1679,"my subscription had expired, now i want to reactivate it",want to renew subscription,1.0,my subscription have expire now i want to reactivate it
1680,where is the rest of the second season of the owl house?,want to know the status of the owl house season two,1.0,where be the rest of the second season of the owl house
1681,it tells me that you can not connect to the server.,unable to connect to the server,1.0,it tell me that you can not connect to the server
1682,"why can i no longer remove shows from the ""keep watching"" category?",want to remove shows from watchlist,1.0,why can i no longer remove show from the keep watch category
1683,still full screen issue is not resolved if we use full screen,unable to use full screen,1.0,still full screen issue be not resolve if we use full screen
1684,it keeps charging endlessly without ever opening,app keeps charging,1.0,it keep charge endlessly without ever open
1685,whenever i start to play something the app hangs and then crashes.,app crashes during playback,1.0,whenever i start to play something the app hang and then crash
1686,i am trying to watch live cricket,want to watch live cricket,1.0,i be try to watch live cricket
1687,videos are not playing after showing ads.,unable to play video after advertisement,1.0,videos be not play after show ads
1688,i already updated it and it did not fix the problem.,updating the app did not solve the issue,1.0,i already update it and it do not fix the problem
1689,"the content is good, but the application is not optimized",ux/ui is bad,1.0,the content be good but the application be not optimize
1690,"unfortunately, i have to rate the app poorly because it simply does not work.",app performance is bad,1.0,unfortunately i have to rate the app poorly because it simply do not work
1691,this app keeps closing down,app keeps auto closing,1.0,this app keep close down
1692,i hate that i pay for a service,worst paid subscription service,1.0,i hate that i pay for a service
1693,audio keeps going out of sync.,audio keeps going out of sync,1.0,audio keep go out of sync
1694,"it is slow to download, and it crashes many times.",app crashes frequently and video download issues,1.0,it be slow to download and it crash many time
1695,improve quality of the video,video quality is best,1.0,improve quality of the video
1696,the app is always loading but it does not start.,app keeps loading indefinitely,1.0,the app be always load but it do not start
1697,it is inconvenient to have reopen the app every time i try to watch a movie.,have to reinstall the app frequently to watch movies,1.0,it be inconvenient to have reopen the app every time i try to watch a movie
1698,"every time i open the app, I am told to update to the latest version.",getting frequent update notifications,1.0,every time i open the app i be tell to update to the latest version
1699,there is a lot of lagging even in high speed internet.,facing buffering issues despite good network,1.0,there be a lot of lag even in high speed internet
1700,but the volume came a little low.,volume is too low,1.0,but the volume come a little low
1701,it is so frustrating to pay money for a streaming service and then find out the app does not work.,unable to use streaming service,1.0,it be so frustrate to pay money for a stream service and then find out the app do not work
1702,i have been a long time hulu subscriber and my app started not working about two months ago.,unable to view video on hulu,1.0,i have be a long time hulu subscriber and my app start not work about two months ago
1703,as soon as i open my app it is getting stuck at the home screen.,app is stuck on home page indefinitely,1.0,as soon as i open my app it be get stick at the home screen
1704,crashes every time while watching videos,video is crashing,1.0,crash every time while watch videos
1705,i should be able to choose which episode to see.,want to be able to select episodes,1.0,i should be able to choose which episode to see
1706,"it is a very bad app, it stays charging and charging for a long time, i can only watch disney on my computer, because the app never loads.",app is bad and unable to load,1.0,it be a very bad app it stay charge and charge for a long time i can only watch disney on my computer because the app never load
1707,"i wanted to see something with you, my app seems to be outdated because they said that new episodes of the owl house came out",want to watch new owl house episodes,1.0,i want to see something with you my app seem to be outdated because they say that new episodes of the owl house come out
1708,the playback controls are unresponsive.,unable to adjust playback speed,1.0,the playback control be unresponsive
1709,it is nice to have a star wars and marvel category.,good for watching star wars and marvel movies,1.0,it be nice to have a star war and marvel category
1710,i stopped working because of an error 83,getting enter code 83,1.0,i stop work because of an error 83
1711,it takes forever to download the app.,download speed is very slow,1.0,it take forever to download the app
1712,supposedly my profile pin is incorrect.,unable to enter profile pin,1.0,supposedly my profile pin be incorrect
1713,the subtitles are a mess.,subtitles are bad,1.0,the subtitle be a mess
1714,it takes a long time to connect to the tv via chromecast.,app takes too long to connect to chromecast,1.0,it take a long time to connect to the tv via chromecast
1715,it does not open the home page anymore,unable to access the home page,1.0,it do not open the home page anymore
1716,"terrible, you use it a couple of times normally, but then it crashes ridiculously when you start it, and so on, until you uninstall and install again, that is horrible, fix it.",have to reinstall the app due to frequent crashes,1.0,terrible you use it a couple of time normally but then it crash ridiculously when you start it and so on until you uninstall and install again that be horrible fix it
1717,i want to watch a movie,want to watch movies,1.0,i want to watch a movie
1718,"asking me to login every time i switch to a new device, at my comfort, is very frustrating.",have to login the app every time after opening the app,1.0,ask me to login every time i switch to a new device at my comfort be very frustrate
1719,then i logged out to enter the app again,getting auto logged out frequently,1.0,then i log out to enter the app again
1720,it worked at the beginning but now it will not let me watch my show,unable to watch shows,1.0,it work at the begin but now it will not let me watch my show
1721,"i have to disconnect, close the app, reopen it and select the episode again.",have to reset the app frequently due to issues,1.0,i have to disconnect close the app reopen it and select the episode again
1722,i had not visited hulu for a while on my ipad.,unable to use hulu on ios,1.0,i have not visit hulu for a while on my ipad
1723,i routinely have to force close the app to make it work properly.,have to restart the app frequently due to issues,1.0,i routinely have to force close the app to make it work properly
1724,"i liked the app, but recently the sound has stopped working.",unable to hear audio,1.0,i like the app but recently the sound have stop work
1725,"as of this morning i cannot screen cast for some stupid reason, fix this",unable to mirror screen,1.0,as of this morning i can not screen cast for some stupid reason fix this
1726,my dvr shows do not load.,unable to record video,1.0,my dvr show do not load
1727,it is not worth paying the subscription for such a mediocre service,app service is bad,1.0,it be not worth pay the subscription for such a mediocre service
1728,sometimes it wants to restart the same episode,unable to continue the episode,1.0,sometimes it want to restart the same episode
1729,"also, no video quality adjustment is performed.",unable to adjust video quality,1.0,also no video quality adjustment be perform
1730,but i want new movies more,need to update with new movies,1.0,but i want new movies more
1731,disney is exposing my kids to sexuality too young.,kids are getting exposed to sexual content,1.0,disney be expose my kid to sexuality too young
1732,free subscription should be given for one month,want one month free subscription,1.0,free subscription should be give for one month
1733,"the application does not work, does not turn on, so you cannot create an account.",unable to login on app,1.0,the application do not work do not turn on so you can not create an account
1734,very nice app with less consuming data,app is consuming more data,1.0,very nice app with less consume data
1735,it takes a long time to log in if you manage to log in,app takes too long to login,1.0,it take a long time to log in if you manage to log in
1736,when i play it the screen just turns black.,screen turns black after playing video,1.0,when i play it the screen just turn black
1737,the content is not bad but not rich enough.,streaming content is less,1.0,the content be not bad but not rich enough
1738,thank you for putting the new owl house episodes on [?],want another season for owl house,1.0,thank you for put the new owl house episodes on
1739,i can airplay it but lately it will not connect.,unable to connect to airplay,1.0,i can airplay it but lately it will not connect
1740,many shows on disney+ are ones that i would love to watch.,want more content on the platform,1.0,many show on disney be ones that i would love to watch
1741,otp is not received,unable to receive otp,1.0,otp be not receive
1742,"sometimes hulu will completely not open, just a blank screen.",getting blank screen after launching the app,1.0,sometimes hulu will completely not open just a blank screen
1743,when i try to login into hulu the app kicks me out!,unable to login into hulu,1.0,when i try to login into hulu the app kick me out
1744,i have a samsung galaxy s22 ultra and the app freezes as soon as i log in.,app freezes frequently during login,1.0,i have a samsung galaxy s22 ultra and the app freeze as soon as i log in
1745,why pay so much when you can not watch what you have paid for?,unable to watch all content,1.0,why pay so much when you can not watch what you have pay for
1746,it will not let me watch or load on my android,unable to play video on android,1.0,it will not let me watch or load on my android
1747,please delete the app that supports gay people,want to delete the app,1.0,please delete the app that support gay people
1748,it is ridiculous to pay for something you do not want to use anymore.,do not want to use the app,1.0,it be ridiculous to pay for something you do not want to use anymore
1749,none of my other movie apps have this problem,unable to play movies,1.0,none of my other movie apps have this problem
1750,continuing watching but not being able to click on a different episode is ridiculous.,unable to get next episode button,1.0,continue watch but not be able to click on a different episode be ridiculous
1751,but i want to sign in on my tv.,want to login on tv,1.0,but i want to sign in on my tv
1752,"whenever i try it i get a connection error, and i check",getting connection error issue,1.0,whenever i try it i get a connection error and i check
1753,now it does not work on oneplus,unable to start on oneplus,1.0,now it do not work on oneplus
1754,dolby atmos does not work on firetv.,unable to use dolby atmos,1.0,dolby atmos do not work on firetv
1755,i tried all the troubleshooting tips to no avail.,troubleshooting did not help,1.0,i try all the troubleshoot tip to no avail
1756,internet connectivity is poor.,app has poor network speed,1.0,internet connectivity be poor
1757,"hello, it will not let me transfer the disney application to samsung tv",unable to use disney app on samsung tv,1.0,hello it will not let me transfer the disney application to samsung tv
1758,please provide streaming quality starting from 144p.,want 144p video quality option,1.0,please provide stream quality start from 144p
1759,"please do not buy any subscription on this app , it is a scam",do not want the subscription,1.0,please do not buy any subscription on this app it be a scam
1760,i tried to contact customer care but of no use.,unable to communicate with customer service,1.0,i try to contact customer care but of no use
1761,"because of this platform, they closed the disney xd channel",want to use disney xd,1.0,because of this platform they close the disney xd channel
1762,useless aap waste of time can not watch shows on t.v with subscription,unable to view some content despite taking subscription,1.0,useless aap waste of time can not watch show on t v with subscription
1763,subtitles go off the screen.,subtitles go off the screen,1.0,subtitle go off the screen
1764,the application interface is also excellent,ui/ux is good,1.0,the application interface be also excellent
1765,i recommend an excellent app is worth the money you give.,app is good and worth the price,1.0,i recommend an excellent app be worth the money you give
1766,best quality from all streaming platforms,best quality from all streaming platforms,1.0,best quality from all stream platforms
1767,so there was this update and now i have no sound.,unable to hear audio after update,1.0,so there be this update and now i have no sound
1768,but i can not link my cell phone to the tv.,unable to cast video from cell phone to tv,1.0,but i can not link my cell phone to the tv
1769,since my last update on my ipad the audio on hulu does not work.,unable to hear audio on hulu,1.0,since my last update on my ipad the audio on hulu do not work
1770,worst app not showing live cricket properly,unable to view live cricket,1.0,worst app not show live cricket properly
1771,hulu is not working on my phone.,unable to use hulu on phone,1.0,hulu be not work on my phone
1772,I have been trying to cancel my subscription for a while,unable to unsubscribe,1.0,i have be try to cancel my subscription for a while
1773,it will not allow me to download it to the tv,unable to download the app on tv,1.0,it will not allow me to download it to the tv
1774,the sound is not working.,sound is not working,1.0,the sound be not work
1775,i can not use it because it says it is not available in certain regions,unable to use in certain regions,1.0,i can not use it because it say it be not available in certain regions
